application_id,company_id,company_name,industry,region,company_type,requested_amount,term_months,annual_revenue,years_in_business,existing_debt,num_recent_loans,late_payment_ratio,suspicious_transfer_ratio,collateral_ratio,employees,country_risk_score,free_cash_flow,monthly_burn_rate,cash_flow_to_revenue_ratio,expected_runway_months,forecast_revenue_cagr,forecast_employee_cagr,forecast_fcf_margin_year5,planned_debt_reduction_pct,forecast_plan_confidence_score,current_ratio,quick_ratio,receivables_days,payables_days,inventory_days,financial_statements_uploaded,bank_statements_uploaded,tax_return_uploaded,ownership_docs_uploaded,forecast_support_uploaded,document_edit_count,late_stage_change_count,process_deviation_score,email_domain_age_months,website_age_months,bank_account_age_months,location_mismatch_score,duplicate_contact_score,related_party_exposure_score,counterparty_concentration_score,shared_identifier_score,narrative_contradiction_score,debt_to_revenue_ratio,request_to_revenue_ratio,loan_velocity_score,payment_stress_score,collateral_gap_ratio,external_financing_pressure,financial_distress_score,transaction_anomaly_score,company_scale_mismatch_score,governance_complexity_score,cash_flow_pressure_score,runway_risk_score,cash_conversion_risk_score,forecast_plan_aggressiveness_score,forecast_execution_risk_score,forecast_hiring_efficiency_risk_score,forecast_debt_service_risk_score,cash_conversion_cycle_days,document_completeness_score,document_quality_risk_score,process_integrity_risk_score,identity_verification_risk_score,working_capital_pressure_score,financial_statement_anomaly_score,related_party_network_risk_score,narrative_consistency_risk_score,is_fraud
APP-00039,CO-00039,Company 00039,Wholesale,APAC,Corporation,101178.52,24,960797.34,3.9,696267.13,1,0.191,0.076,0.484,4,0.313,11914.32,1182.47,0.0124,60.0,-0.0241,-0.0048,0.0505,0.2883,0.7655,0.6041,0.15,72.8,75.7,54.6,0,1,1,1,0,1,1,0.4996,42.0,50.0,58.0,0.2169,0.0287,0.0472,0.1622,0.0397,0.1811,0.7247,0.1053,0.1667,0.3659,0.516,0.4179,0.4751,0.1436,0.4342,0.0644,0.019,0.0,0.3038,0.0393,0.1366,0.0,0.0767,51.7,0.6,0.3012,0.3198,0.0462,0.381,0.1204,0.0827,0.1811,0
APP-00040,CO-00040,Company 00040,Wholesale,Western Europe,LLC,855763.45,18,4199990.36,4.8,2543945.21,3,0.039,0.046,0.235,32,0.056,-177196.36,16861.75,-0.0422,35.2,0.0698,0.0082,0.0536,0.1953,0.4872,1.6694,1.4329,59.4,83.1,80.1,0,1,1,1,1,2,1,0.4046,45.0,64.0,40.0,0.1105,0.0888,0.4315,0.2625,0.1845,0.149,0.6057,0.2038,0.5,0.2395,0.765,0.5161,0.4504,0.0915,0.2407,0.0609,0.0851,0.0,0.4015,0.0912,0.2349,0.0,0.0522,56.4,0.8,0.233,0.3021,0.031,0.0,0.0856,0.2805,0.149,0
APP-00041,CO-00041,Company 00041,Manufacturing,Middle East,Corporation,638342.9,72,4607768.18,10.1,3467037.68,2,0.098,0.079,0.827,22,0.282,29908.31,8101.06,0.0065,5.7,-0.0183,-0.0125,0.0502,0.3019,0.5809,1.3796,0.9298,59.1,71.2,106.7,1,1,1,1,1,2,0,0.128,154.0,59.0,66.0,0.1189,0.0406,0.0891,0.0295,0.0431,0.2045,0.7524,0.1385,0.3333,0.3248,0.173,0.4898,0.3776,0.1387,0.4172,0.3598,0.0271,0.525,0.3048,0.0601,0.2861,0.0,0.0848,94.6,1.0,0.0753,0.1076,0.0278,0.0896,0.0348,0.0587,0.2045,1
APP-00042,CO-00042,Company 00042,Wholesale,Eastern Europe,LLC,349581.9,72,3772144.64,4.7,955657.59,3,0.083,0.021,0.706,33,0.321,-386557.55,36191.56,-0.1025,7.5,0.0985,0.0598,0.0121,0.1305,0.2452,1.5812,1.3736,61.8,82.5,39.0,1,0,1,0,1,6,2,0.655,7.0,65.0,49.0,0.0721,0.0369,0.2541,0.4218,0.0717,0.4465,0.2533,0.0927,0.5,0.1369,0.294,0.2801,0.1986,0.1263,0.0953,0.4006,0.2044,0.375,0.5223,0.1232,0.3997,0.0,0.0289,18.3,0.6,0.513,0.5848,0.1223,0.0,0.1494,0.2355,0.4465,1
APP-00043,CO-00043,Company 00043,Retail,North America,Corporation,542599.41,60,1126347.09,8.2,683530.69,0,0.198,0.14,0.355,6,0.249,-97871.73,9714.14,-0.0869,26.7,0.1457,0.1489,-0.0483,0.3773,0.6266,1.1192,0.3333,62.0,82.4,72.2,1,1,1,1,1,0,1,0.1466,122.0,80.0,53.0,0.0654,0.1785,0.174,0.2423,0.0989,0.271,0.6069,0.4817,0.0,0.3274,0.645,0.644,0.4606,0.154,0.5605,0.0548,0.1809,0.0,0.5485,0.0534,0.2305,0.0,0.1245,51.8,1.0,0.0547,0.136,0.0309,0.1869,0.093,0.1723,0.271,0
APP-00044,CO-00044,Company 00044,Construction,APAC,LLC,941278.3,84,2763922.22,3.3,450446.93,1,0.346,0.18,0.247,14,0.182,-450827.74,41637.59,-0.1631,19.2,-0.0306,0.0105,-0.0908,0.3006,0.5953,1.4786,1.0247,109.9,99.3,45.8,1,1,0,1,1,0,4,0.7455,26.0,12.0,32.0,0.0703,0.026,0.2028,0.5238,0.0354,0.1569,0.163,0.3406,0.1667,0.249,0.753,0.3791,0.3419,0.2122,0.5821,0.0798,0.3221,0.0,0.7192,0.0706,0.2855,0.0,0.0801,56.4,0.8,0.3246,0.6155,0.0833,0.1123,0.2243,0.255,0.1569,1
APP-00045,CO-00045,Company 00045,Wholesale,Western Europe,LLC,548947.18,60,2462495.46,1.0,882388.94,2,0.184,0.06,0.468,13,0.436,-203670.83,21132.35,-0.0827,22.7,0.0927,0.0836,-0.0621,0.1508,0.3827,1.4417,0.702,61.3,70.2,76.4,0,1,1,1,0,6,3,0.756,0.0,0.0,0.0,0.2067,0.0924,0.1761,0.651,0.1072,0.4601,0.3583,0.2229,0.3333,0.2302,0.532,0.3966,0.4265,0.1685,0.4945,0.2512,0.1779,0.0,0.5036,0.0703,0.274,0.0,0.0363,67.5,0.6,0.5631,0.7002,0.7506,0.0901,0.1315,0.2897,0.4601,1
APP-00046,CO-00046,Company 00046,Wholesale,Eastern Europe,Corporation,677428.81,72,2726934.38,10.8,1891551.36,3,0.099,0.126,0.724,15,0.02,-348407.46,32688.55,-0.1278,0.8,0.0551,0.0405,-0.069,0.1308,0.4134,0.7337,0.319,61.7,77.6,58.4,1,0,0,1,1,3,0,0.3033,71.0,120.0,88.0,0.0189,0.0614,0.0325,0.2775,0.0517,0.2186,0.6937,0.2484,0.5,0.3042,0.276,0.5889,0.3794,0.1421,0.5027,0.3205,0.2552,0.9333,0.6466,0.0831,0.4947,0.0,0.0535,42.5,0.6,0.3041,0.2115,0.0099,0.2868,0.1176,0.1202,0.2186,1
APP-00047,CO-00047,Company 00047,Construction,North America,Corporation,1362241.91,24,5237887.25,19.0,3181762.98,1,0.096,0.072,0.647,25,0.216,501780.2,7428.25,0.0958,60.0,-0.0442,-0.05,0.1467,0.4393,0.7919,0.9906,0.4643,42.3,67.6,4.9,1,1,1,1,0,6,0,0.4049,219.0,172.0,117.0,0.1006,0.0553,0.3537,0.1887,0.0439,0.2262,0.6075,0.2601,0.1667,0.2715,0.353,0.4962,0.3624,0.1079,0.6062,0.0499,0.0219,0.0,0.095,0.042,0.0801,0.0,0.0996,-20.4,0.8,0.318,0.3322,0.0256,0.1863,0.0833,0.1986,0.2262,0
APP-00048,CO-00048,Company 00048,Wholesale,Eastern Europe,Sole Proprietorship,994489.03,24,2740348.2,7.7,533574.5,0,0.105,0.062,0.336,16,0.402,-36836.19,6480.47,-0.0134,60.0,0.1222,0.0244,0.0793,0.1469,0.5592,0.98,0.6085,72.2,52.2,54.8,1,1,1,1,0,1,0,0.2825,101.0,79.0,83.0,0.1257,0.0052,0.237,0.5509,0.107,0.2115,0.1947,0.3629,0.0,0.1278,0.664,0.3771,0.2724,0.1154,0.5183,0.5073,0.0439,0.0,0.2877,0.0926,0.1925,0.0396,0.0142,74.8,0.8,0.1495,0.1521,0.0257,0.2017,0.1194,0.2812,0.2115,1
APP-00049,CO-00049,Company 00049,Wholesale,Eastern Europe,LLC,2214985.24,60,4320637.69,6.2,3535399.32,2,0.125,0.135,0.266,19,0.269,-1368695.02,120140.29,-0.3168,2.8,0.1078,0.0729,-0.2,0.0067,0.2205,0.3263,0.15,63.8,66.4,75.9,0,0,0,0,0,7,2,1.0,52.0,15.0,38.0,0.1435,0.1655,0.595,0.3812,0.1018,0.6181,0.8183,0.5127,0.3333,0.3633,0.734,0.823,0.5517,0.1729,0.6372,0.3928,0.6032,0.7667,0.7772,0.1266,0.5478,0.0,0.0045,73.3,0.0,0.8488,0.765,0.0786,0.4586,0.268,0.3616,0.6181,1
APP-00050,CO-00050,Company 00050,Manufacturing,North America,LLC,1209095.52,36,2344491.45,7.1,163215.09,0,0.023,0.007,0.576,23,0.051,-7027.46,3189.73,-0.003,60.0,0.2019,0.1682,0.0536,0.3345,0.584,1.1976,0.8239,80.1,41.3,79.3,1,1,0,1,1,1,0,0.2259,101.0,55.0,52.0,0.0672,0.041,0.0963,0.3109,0.046,0.2531,0.0696,0.5157,0.0,0.0377,0.424,0.4506,0.1404,0.0161,0.45,0.0602,0.0226,0.0,0.229,0.0846,0.1701,0.0,0.0131,118.1,0.8,0.1438,0.1267,0.0175,0.2034,0.1388,0.1392,0.2531,0
APP-00051,CO-00051,Company 00051,Wholesale,APAC,Corporation,701228.56,48,2925919.65,15.2,1678162.94,1,0.078,0.2,0.552,21,0.18,-142002.0,16784.31,-0.0485,5.1,0.0946,0.0376,-0.0367,0.1327,0.3053,0.8294,0.2787,76.9,61.5,78.1,1,1,1,1,1,0,1,0.1578,178.0,151.0,130.0,0.1119,0.0709,0.0368,0.7315,0.0551,0.5896,0.5736,0.2397,0.1667,0.2494,0.448,0.4656,0.3677,0.1693,0.3005,0.0445,0.1152,0.575,0.4215,0.0744,0.3853,0.0,0.0366,93.5,1.0,0.0558,0.141,0.0295,0.3725,0.1133,0.2661,0.5896,1
APP-00052,CO-00052,Company 00052,Retail,North America,LLC,856581.61,36,4119688.97,7.7,3851715.83,2,0.052,0.072,0.639,20,0.182,-609750.8,58029.11,-0.148,0.7,0.0014,0.015,-0.0982,0.0197,0.3039,0.6177,0.15,59.3,108.8,88.4,1,1,1,0,1,3,0,0.4834,78.0,91.0,66.0,0.0984,0.1185,0.1264,0.4184,0.0834,0.2624,0.935,0.2079,0.3333,0.3652,0.361,0.5868,0.4532,0.1106,0.5349,0.0798,0.2987,0.9417,0.7206,0.0904,0.5393,0.0,0.0103,38.9,0.8,0.2321,0.2925,0.0315,0.3581,0.0879,0.1978,0.2624,1
APP-00053,CO-00053,Company 00053,Software,Western Europe,Partnership,137810.62,36,510345.99,11.1,262470.64,1,0.075,0.012,0.869,4,0.288,-26721.93,2858.77,-0.0524,30.6,0.1963,0.114,-0.0121,0.2418,0.5259,1.6333,1.6967,49.9,95.6,11.1,1,1,1,1,0,3,0,0.4319,84.0,112.0,129.0,0.254,0.0759,0.3456,0.2853,0.1033,0.1608,0.5143,0.27,0.1667,0.2264,0.131,0.466,0.2633,0.0815,0.3101,0.1412,0.1152,0.0,0.4234,0.08,0.2286,0.0051,0.0616,-34.6,0.8,0.2269,0.2694,0.0584,0.0,0.1029,0.2336,0.1608,0
APP-00054,CO-00054,Company 00054,Healthcare,North America,LLC,524706.45,24,1591724.83,10.8,1217072.27,2,0.165,0.015,0.481,10,0.138,-18975.19,2520.28,-0.0119,37.9,0.1837,0.0821,0.0611,0.2741,0.5176,0.4715,0.2271,67.5,73.6,22.0,1,1,1,1,1,0,0,0.0465,114.0,117.0,67.0,0.1527,0.0289,0.1232,0.0857,0.0542,0.2875,0.7646,0.3296,0.3333,0.366,0.519,0.6512,0.4858,0.0953,0.4817,0.0732,0.031,0.0,0.3671,0.094,0.2211,0.048,0.0789,15.9,1.0,0.0047,0.0209,0.0334,0.3816,0.116,0.0839,0.2875,0
APP-00055,CO-00055,Company 00055,Healthcare,Latin America,Partnership,377210.32,48,1369049.62,13.0,785175.01,1,0.155,0.046,0.29,6,0.212,-153967.3,14181.8,-0.1125,12.4,0.0776,0.0758,-0.0584,0.0603,0.4508,0.9489,0.9081,76.7,67.0,39.1,1,0,1,1,1,0,1,0.2298,159.0,117.0,104.0,0.1656,0.0401,0.2226,0.2135,0.0155,0.1673,0.5735,0.2755,0.1667,0.2917,0.71,0.4949,0.4524,0.1048,0.6384,0.4298,0.2217,0.0,0.6025,0.0774,0.2876,0.0,0.0208,48.8,0.8,0.153,0.1734,0.0371,0.115,0.1202,0.1504,0.1673,1
APP-00056,CO-00056,Company 00056,Healthcare,Western Europe,Corporation,434895.44,36,1156746.81,6.1,865561.41,0,0.319,0.04,0.261,7,0.221,-31343.67,4697.85,-0.0271,27.0,0.1587,0.1104,0.088,0.3664,0.3988,0.4588,0.5348,80.1,52.8,26.1,1,1,1,1,1,3,3,0.4049,54.0,55.0,56.0,0.1377,0.0631,0.0586,0.0935,0.0501,0.396,0.7483,0.376,0.0,0.4448,0.739,0.6157,0.5726,0.119,0.5008,0.0506,0.0776,0.0,0.4341,0.1081,0.2666,0.0,0.1144,53.4,1.0,0.2542,0.4672,0.0338,0.3394,0.2036,0.0651,0.396,1
APP-00057,CO-00057,Company 00057,Retail,Eastern Europe,LLC,537111.17,36,1664204.43,4.4,1047953.77,1,0.206,0.132,0.892,15,0.191,-305846.37,28711.83,-0.1838,8.6,-0.0848,-0.05,-0.1143,0.1666,0.1623,0.5339,0.15,74.0,62.1,83.2,0,1,1,1,1,1,0,0.1594,73.0,18.0,25.0,0.1137,0.1418,0.32,0.2977,0.0279,0.2831,0.6297,0.3227,0.1667,0.34,0.108,0.5567,0.3378,0.1591,0.3223,0.3812,0.3673,0.2833,0.769,0.1127,0.4559,0.0,0.0765,95.1,0.8,0.1372,0.0967,0.0369,0.4746,0.1193,0.2215,0.2831,1
APP-00058,CO-00058,Company 00058,Construction,Latin America,LLC,1989056.67,48,9771116.65,9.5,6475834.66,1,0.007,0.085,0.284,91,0.203,-1219759.54,109470.13,-0.1248,13.3,0.1626,0.1036,-0.1025,0.0602,0.5439,1.2581,1.1357,46.2,56.7,24.5,1,1,1,1,1,2,0,0.1481,89.0,84.0,82.0,0.0726,0.0643,0.1762,0.768,0.1007,0.1277,0.6628,0.2036,0.1667,0.2424,0.716,0.4728,0.4536,0.0953,0.1967,0.3829,0.2415,0.0,0.6174,0.0549,0.2648,0.0,0.0234,14.0,1.0,0.0773,0.1166,0.021,0.0,0.086,0.3257,0.1277,1
APP-00059,CO-00059,Company 00059,Logistics,Latin America,Corporation,199423.29,36,921878.66,12.4,213750.81,1,0.163,0.063,0.786,7,0.024,44043.82,1825.56,0.0478,60.0,0.1323,0.1331,0.1561,0.4947,0.5061,1.1968,1.0235,90.0,48.5,52.6,1,1,1,1,1,2,1,0.1973,133.0,119.0,144.0,0.0929,0.0363,0.3058,0.5374,0.0302,0.2259,0.2319,0.2163,0.1667,0.1731,0.214,0.3058,0.1897,0.0875,0.2564,0.3211,0.0306,0.0,0.1444,0.0945,0.168,0.0,0.05,94.1,1.0,0.1222,0.2088,0.0222,0.1343,0.1587,0.2821,0.2259,1
APP-00060,CO-00060,Company 00060,Wholesale,APAC,Corporation,1345013.73,36,5770552.31,13.9,4096477.28,1,0.281,0.011,0.668,45,0.021,-379255.01,36322.48,-0.0657,1.6,-0.088,-0.0403,-0.054,0.2041,0.3581,0.7752,0.337,74.2,73.8,89.2,1,1,1,1,1,4,2,0.4224,136.0,94.0,109.0,0.1501,0.0245,0.1563,0.7523,0.3327,0.2923,0.7099,0.2331,0.1667,0.4101,0.332,0.5163,0.4456,0.0821,0.269,0.0206,0.1333,0.8667,0.5224,0.0691,0.4565,0.0,0.0684,89.6,1.0,0.2472,0.4301,0.0325,0.3566,0.1054,0.3647,0.2923,1
APP-00061,CO-00061,Company 00061,Logistics,APAC,LLC,35944.56,48,407228.7,16.4,98246.45,3,0.197,0.006,0.397,4,0.139,-14526.5,2001.12,-0.0357,2.2,0.1047,0.0573,0.0708,0.3553,0.3405,1.3508,0.9356,51.7,70.1,42.6,1,1,1,1,0,2,3,0.5856,177.0,195.0,158.0,0.0448,0.0846,0.1866,0.6945,0.0497,0.3174,0.2413,0.0883,0.5,0.1952,0.603,0.2716,0.2993,0.1136,0.0809,0.0734,0.0954,0.8167,0.3691,0.1103,0.4261,0.0,0.052,24.2,0.8,0.3311,0.5235,0.0174,0.0161,0.1125,0.2867,0.3174,1
APP-00062,CO-00062,Company 00062,Retail,Western Europe,Corporation,195478.55,36,1567691.9,11.7,1461081.73,1,0.198,0.03,0.493,7,0.249,-179552.05,18051.57,-0.1145,10.0,-0.0667,-0.0391,-0.0633,0.1625,0.4958,0.9049,0.3313,56.9,95.9,77.6,1,1,1,1,1,0,2,0.299,142.0,99.0,109.0,0.0565,0.0921,0.1211,0.1893,0.0494,0.1378,0.932,0.1247,0.1667,0.4444,0.507,0.4854,0.5262,0.1101,0.433,0.0548,0.2406,0.1667,0.6613,0.0718,0.3246,0.0,0.0784,38.6,1.0,0.1099,0.2745,0.0205,0.241,0.0577,0.1145,0.1378,1
APP-00063,CO-00063,Company 00063,Healthcare,Latin America,Corporation,1054096.51,72,2578589.4,4.2,597825.55,3,0.206,0.022,0.42,21,0.662,-113322.07,12581.11,-0.0439,25.8,0.0715,0.0044,-0.0467,0.215,0.6021,1.0945,0.8192,67.4,56.2,20.8,1,1,1,1,1,1,0,0.0707,71.0,50.0,41.0,0.2016,0.0383,0.1001,0.3675,0.055,0.1673,0.2318,0.4088,0.5,0.1968,0.58,0.5299,0.292,0.2026,0.45,0.4168,0.0994,0.0,0.3911,0.0398,0.1913,0.0,0.0313,32.0,1.0,0.0383,0.0568,0.0442,0.0776,0.0396,0.1612,0.1673,0
APP-00064,CO-00064,Company 00064,Healthcare,North America,Corporation,939010.48,36,3938152.77,7.7,945613.98,1,0.239,0.018,0.621,19,0.344,-297279.09,32636.96,-0.0755,14.5,0.1455,0.0988,0.0395,0.3152,0.4992,1.6409,1.6926,101.5,90.3,17.5,1,1,1,1,1,2,1,0.2728,90.0,52.0,54.0,0.2649,0.0732,0.0435,0.4362,0.1415,0.366,0.2401,0.2384,0.1667,0.2179,0.379,0.3273,0.2534,0.126,0.5968,0.0691,0.1694,0.0,0.4805,0.098,0.2546,0.0,0.0612,28.7,1.0,0.1298,0.2428,0.0603,0.0912,0.2276,0.1833,0.366,0
APP-00065,CO-00065,Company 00065,Construction,North America,Corporation,666768.47,72,4462530.68,7.2,3652875.9,0,0.152,0.074,0.756,19,0.401,-1023463.18,91065.61,-0.2293,4.1,0.0648,0.0773,-0.1695,0.3356,0.3335,0.3792,0.15,67.8,84.5,55.9,1,1,1,1,1,1,2,0.4147,54.0,4.0,39.0,0.1927,0.1828,0.4946,0.5129,0.0206,0.2794,0.8186,0.1494,0.0,0.3783,0.244,0.4593,0.4361,0.1312,0.5146,0.0776,0.441,0.6583,0.7824,0.0916,0.4926,0.0,0.1923,39.2,1.0,0.1527,0.3516,0.2124,0.4247,0.1279,0.3395,0.2794,1
APP-00066,CO-00066,Company 00066,Software,Western Europe,Partnership,1583960.25,60,4844464.33,6.7,1191626.08,1,0.154,0.043,0.821,37,0.066,501595.72,4826.98,0.1035,37.2,0.2419,0.1808,0.2164,0.4665,0.2433,1.7698,1.8366,52.0,68.4,7.5,1,1,1,1,1,1,0,0.1094,88.0,94.0,76.0,0.0487,0.1824,0.2288,0.0415,0.0794,0.5624,0.246,0.327,0.1667,0.1733,0.179,0.4021,0.1845,0.081,0.3853,0.1079,0.0154,0.0,0.0606,0.1777,0.2287,0.0,0.0448,-8.9,1.0,0.0422,0.0742,0.028,0.0,0.0537,0.1167,0.5624,0
APP-00067,CO-00067,Company 00067,Software,Western Europe,Corporation,657614.14,60,1546144.43,9.5,549870.18,0,0.239,0.206,0.37,6,0.255,232252.5,2707.47,0.1502,25.1,0.1723,0.1001,0.2011,0.4072,0.5207,1.5037,1.4578,80.8,55.0,28.9,1,1,1,1,1,2,2,0.4212,100.0,95.0,80.0,0.0799,0.0756,0.2244,0.2541,0.0327,0.0652,0.3556,0.4253,0.0,0.2595,0.63,0.4944,0.3637,0.1994,0.6798,0.0557,0.027,0.0,0.0908,0.0691,0.1428,0.0,0.0578,54.7,1.0,0.1846,0.3795,0.0235,0.0395,0.1084,0.1835,0.0823,1
APP-00068,CO-00068,Company 00068,Manufacturing,Western Europe,LLC,236386.66,48,1380074.73,5.7,944820.34,3,0.08,0.001,0.928,12,0.238,-20385.21,2420.89,-0.0148,60.0,0.0712,0.0696,0.0495,0.3682,0.5012,1.3566,0.8958,75.5,80.9,60.3,1,1,1,0,1,2,0,0.2306,61.0,16.0,59.0,0.1273,0.1107,0.3175,0.4541,0.1059,0.3679,0.6846,0.1713,0.5,0.2905,0.072,0.522,0.3199,0.1022,0.1773,0.0882,0.0352,0.0,0.3481,0.0767,0.2136,0.0,0.0966,54.9,0.8,0.1756,0.1538,0.0588,0.0523,0.1023,0.2739,0.3679,1
APP-00069,CO-00069,Company 00069,Manufacturing,Western Europe,LLC,2385824.78,36,5167894.35,5.7,866326.07,1,0.065,0.001,0.464,29,0.19,-17297.7,5123.49,-0.0033,60.0,0.1451,0.0866,0.0512,0.0879,0.5538,2.2,1.5608,70.8,65.9,53.7,1,1,1,1,1,1,0,0.0599,69.0,39.0,49.0,0.0697,0.0743,0.1359,0.3968,0.0389,0.1665,0.1676,0.4617,0.1667,0.0961,0.536,0.4801,0.2193,0.0587,0.537,0.081,0.0171,0.0,0.2503,0.0673,0.1754,0.0,0.0061,58.6,1.0,0.0372,0.052,0.0214,0.0145,0.0676,0.1764,0.1665,0
APP-00070,CO-00070,Company 00070,Healthcare,Eastern Europe,LLC,928448.14,36,1809743.49,19.7,303922.41,1,0.124,0.008,0.807,7,0.144,-198302.48,17803.83,-0.1096,19.2,0.09,0.0448,-0.0558,0.3397,0.596,1.1482,0.679,68.7,83.8,37.3,1,1,1,1,0,2,0,0.154,217.0,227.0,154.0,0.0597,0.0583,0.2574,0.7183,0.1042,0.387,0.1679,0.513,0.1667,0.1287,0.193,0.5222,0.1484,0.0675,0.6809,0.3741,0.212,0.0,0.5379,0.0628,0.2373,0.0,0.0668,22.2,0.8,0.1679,0.1193,0.0178,0.1024,0.0972,0.3324,0.387,0
APP-00071,CO-00071,Company 00071,Software,APAC,LLC,210902.1,36,611893.59,6.3,289005.5,3,0.102,0.014,0.371,3,0.5,47891.86,870.09,0.0783,18.0,0.1654,0.0388,0.1734,0.3815,0.6858,1.4142,1.3263,37.2,68.2,31.4,0,1,1,1,1,3,1,0.374,66.0,74.0,76.0,0.1036,0.0886,0.2165,0.2672,0.0381,0.0334,0.4723,0.3447,0.5,0.2261,0.629,0.5765,0.3772,0.1531,0.5955,0.1275,0.0219,0.0,0.0836,0.0969,0.1177,0.1036,0.0685,0.4,0.8,0.2612,0.3133,0.0296,0.0,0.0801,0.1669,0.0884,0
APP-00072,CO-00072,Company 00072,Logistics,North America,LLC,268924.36,24,705535.79,12.9,174011.92,1,0.262,0.199,0.657,6,0.314,-20972.27,2858.1,-0.0297,58.2,0.094,0.0659,-0.0286,0.1597,0.5397,1.1225,0.8739,71.8,82.8,37.7,1,1,0,1,0,2,1,0.3344,150.0,73.0,104.0,0.3249,0.1141,0.3787,0.5834,0.0962,0.3052,0.2466,0.3812,0.1667,0.2329,0.343,0.4468,0.2528,0.2256,0.4034,0.0996,0.0788,0.0,0.3668,0.0465,0.2,0.0,0.022,26.7,0.6,0.3159,0.2705,0.0764,0.0679,0.0988,0.3515,0.3052,0
APP-00073,CO-00073,Company 00073,Software,Western Europe,Partnership,58378.41,24,873748.38,13.4,208967.32,1,0.377,0.081,0.819,7,0.179,103691.73,1571.72,0.1187,57.7,0.1573,0.0553,0.1732,0.2454,0.7629,1.3074,1.133,52.0,57.0,12.6,1,1,1,1,1,0,1,0.1421,152.0,119.0,76.0,0.1862,0.0162,0.3411,0.3784,0.0203,0.0721,0.2392,0.0668,0.1667,0.2934,0.181,0.1865,0.238,0.1635,0.0751,0.1248,0.0278,0.0,0.1027,0.0587,0.0936,0.0489,0.025,7.6,1.0,0.0542,0.1339,0.0389,0.0,0.0371,0.2461,0.0721,0
APP-00074,CO-00074,Company 00074,Wholesale,North America,LLC,1881321.7,12,3602579.75,7.8,103005.67,0,0.051,0.045,0.639,30,0.153,149313.6,6874.05,0.0414,60.0,0.1401,0.024,0.0862,0.2653,0.6898,1.4402,0.9297,47.0,62.9,82.9,1,1,1,1,1,1,0,0.1743,99.0,75.0,68.0,0.0661,0.0538,0.1269,0.4559,0.0422,0.0492,0.0286,0.5222,0.0,0.0383,0.361,0.439,0.1148,0.0579,0.45,0.0754,0.0294,0.0,0.1137,0.0697,0.1149,0.0802,0.0077,67.0,1.0,0.0487,0.1034,0.0186,0.0322,0.0361,0.1962,0.0492,0
APP-00075,CO-00075,Company 00075,Healthcare,North America,Corporation,606831.15,48,2526702.72,5.8,921028.92,3,0.008,0.06,0.864,11,0.383,278644.33,4711.46,0.1103,60.0,0.0648,0.0145,0.1852,0.1991,0.747,1.6044,1.7549,41.7,32.3,38.1,1,1,1,1,1,0,1,0.1591,84.0,71.0,48.0,0.1086,0.1375,0.1577,0.3531,0.0755,0.0995,0.3645,0.2402,0.5,0.1356,0.136,0.4466,0.1861,0.142,0.6408,0.075,0.0288,0.0,0.0475,0.0565,0.0822,0.0,0.0291,47.5,1.0,0.0559,0.1416,0.0355,0.0,0.0354,0.186,0.0995,1
APP-00076,CO-00076,Company 00076,Software,APAC,LLC,2234369.98,18,4370925.61,3.4,1381094.55,1,0.057,0.119,0.2,37,0.506,-281952.56,30169.68,-0.0645,20.0,0.1204,0.0961,-0.0367,0.1593,0.4297,0.9965,1.2016,57.8,53.9,30.0,1,0,0,0,0,9,2,0.9858,4.0,30.0,0.0,0.1692,0.0477,0.1813,0.4624,0.0735,0.2987,0.316,0.5112,0.1667,0.1451,0.8,0.5817,0.3444,0.1694,0.45,0.1284,0.142,0.0,0.4265,0.0686,0.2447,0.0,0.0323,33.9,0.2,0.7886,0.7836,0.4553,0.0509,0.1669,0.2324,0.2987,1
APP-00077,CO-00077,Company 00077,Healthcare,North America,LLC,479238.52,36,1429374.3,1.6,70003.47,0,0.055,0.05,0.402,9,0.174,-105782.48,11580.02,-0.074,30.8,0.073,0.0184,-0.0201,0.0785,0.2875,1.1762,1.0098,66.5,59.9,43.5,1,1,0,1,1,4,2,0.488,1.0,0.0,0.0,0.2049,0.0581,0.4216,0.3466,0.1517,0.3752,0.049,0.3353,0.0,0.0479,0.598,0.2945,0.2534,0.0646,0.4805,0.1719,0.1657,0.0,0.4172,0.0937,0.2796,0.0,0.0098,50.1,0.8,0.3438,0.4596,0.726,0.0097,0.0955,0.2945,0.3752,1
APP-00078,CO-00078,Company 00078,Manufacturing,North America,LLC,108758.46,24,2567747.7,10.0,1534863.11,1,0.359,0.128,0.514,19,0.337,-123766.27,12407.95,-0.0482,2.1,-0.0577,-0.05,0.0077,0.2391,0.2573,0.25,0.15,77.4,65.8,59.9,1,0,0,0,1,6,7,1.0,107.0,77.0,115.0,0.0724,0.0861,0.1895,0.2665,0.0208,0.5625,0.5977,0.0424,0.1667,0.4126,0.486,0.3141,0.4574,0.2094,0.0515,0.103,0.1011,0.825,0.4777,0.0976,0.4671,0.0,0.0657,71.5,0.4,0.7575,0.95,0.0231,0.505,0.2215,0.1643,0.5625,1
